log_no,url,title,published,status,error,body_hash,notes
221076336161,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221076336161&categoryNo=982,LED 깜빡이기 - 라즈베리 파이vs 아두이노,2017. 8. 17. 22:56,full-text,,0584c4267bbd9d26d403f1669cc1115ea8584fdcb896ba17dad4657846db1b3f,1
221087543843,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221087543843&categoryNo=982,여러 LED 깜빡이기 - 라즈베리 파이 vs 아두이노,2017. 9. 2. 1:53,full-text,,851bcc3ad3891b2e997282246da632b2b3106e41e1c7cce22a6212df09b41e79,1
221089388192,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221089388192&categoryNo=982,여러개의 LED 깜빡이기 - 소스코드를 효율적으로 변경했다,2017. 9. 4. 22:31,full-text,,5a211e1cf5552b413f78e8714e8922c28d6330b9b82ae08b5a18454e916aabe2,1
221091000660,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221091000660&categoryNo=982,라즈베리 파이 - 블로그 정리 (~2017-09-06),2017. 9. 6. 21:39,full-text,,4f895441816825bddb4d92eb6bffb65795f376a6d9f0be37f0b312d796438a68,1
221174106399,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221174106399&categoryNo=982,아두이노 우노 - LED 효과 : Wave & Fade,2017. 12. 30. 2:58,full-text,,cf3bebd7f3bb2b814ffa9bf63d112581ac51e7fce3a6242df78cb75a10250548,1
221174504281,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221174504281&categoryNo=982,아두이노 우노 - 적외선 수신으로 TV 리모컨과 연동,2017. 12. 30. 20:39,full-text,,f0ecfad1e2c200f6038c9d22f3779f646b5b1e9032a7db67dfba6eccec8b987c,1
221174595346,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221174595346&categoryNo=982,아두이노 우노 - 적외선 센서로 마트 주차장 실험,2017. 12. 30. 23:39,full-text,,6962a70bb03bbe820ff2c1862caa6845dd731f8a51f30c8195a0ad54edbfb5b9,1
221185171596,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221185171596&categoryNo=982,아두이노 우노 - LED 제어 with 이더넷 실드,2018. 1. 15. 2:39,full-text,,884803aeed72ff23cab9a70f9c8371854b135b0fef5c3e2ed243207e52ba785d,1
221294653952,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221294653952&categoryNo=982,라즈베리 파이 - 라즈베리 파이 3B+ 언박싱과 첫인상 리뷰,2018. 6. 8. 19:14,full-text,,59aafbabfca66d09824c0c254c3e3e32bdd79b8bdc6954a2949813b406ef3ff3,1
221381679996,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221381679996&categoryNo=982,우분투 MATE - 우분투 메이트 설치 (16.04.2),2018. 10. 21. 0:02,full-text,,558eea07854dcd0621a9bd4a4e55ca07fd27488cf7f24f882666db9b63e4e233,1
221382248382,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221382248382&categoryNo=982,BCM2835 오류해결 - Unable to determine hardware version.,2018. 10. 22. 3:24,full-text,,1a4398d8c76a27fd91942af8e5cd6ebc6fe3be3165a255556eae552c7b250e32,1
221382974794,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221382974794&categoryNo=982,순방향과 역방향 - Pi4J와 Java로 구현한 LED Wave,2018. 10. 23. 2:11,full-text,,1b31cd8fbfc5c07a11fb4c96d8145c220eacee0f1f6c999df28985cd9758f0fe,1
221386805941,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221386805941&categoryNo=982,LED 주사위 - Pi4J와 Java로 구현한 임베디드 주사위,2018. 10. 28. 21:32,full-text,,6d6be0a5039be3f1d3bdc26442ba29db7d0e809abfd67455655371bd932ca685,1
221543949987,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221543949987&categoryNo=982,BlueJ - 파이 프로젝트에서 사용가능한 개바도구,2019. 5. 22. 16:51,full-text,,4dd6c3e0478c3fa5feaab66d9bd86e31346e90f6a53b884bbaa6cf4fefc7b73a,1
221545714251,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221545714251&categoryNo=982,우분투 MATE - OpenJDK 설치하기,2019. 5. 24. 17:28,full-text,,eb1fea64f7386c059324525359f210aabe96b46bbe16e061a50db92cbca5c412,1
221545793266,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221545793266&categoryNo=982,우분투 MATE - Tomcat 설치하기,2019. 5. 24. 19:15,full-text,,22f20e63a5679ff10ced6d36d3376c971fda1d2218dddd0169f2d98a0ad2bcb4,1
221546027796,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221546027796&categoryNo=982,우분투 MATE - MariaDB 설치하기,2019. 5. 25. 2:36,full-text,,d03f1a0f35e1cdde36b791bf4f9e14f4b12c912a9451463d311d310b3579037c,1
221640127919,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221640127919&categoryNo=982,"라즈베리 파이 - 파이 4 출시, 4K 디스플레이 2대를 지원",2019. 9. 5. 23:34,full-text,,c1b2354415c16b69118af1822aac5af5bb2b2351ea6ed99f187d598275d537cf,1
221641707363,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221641707363&categoryNo=982,라즈베리 파이 - 나무판에 고정시키고 고정 IP 설정,2019. 9. 7. 14:26,full-text,,e75b640a0c9bf6c7c155869071d057b2b1f3e1f2fb73f63182d8ba3d87af425d,1
221641881474,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221641881474&categoryNo=982,라즈베리 파이 - MariaDB 설치와 원격 접속 설정 방법,2019. 9. 7. 18:27,full-text,,b967e5c9753e1773e7a8d047188428b238a3fcd3687aabb41a411836fec4f959,1
221642293843,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221642293843&categoryNo=982,라즈베리 파이 - MongoDB 설치와 외부 접속 설정하기,2019. 9. 8. 5:45,full-text,,f781ee279472dff6146b8e1c38267f7dea75862f520c3ab8a7e73b920ab4eea5,1
221643008708,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221643008708&categoryNo=982,라즈베리 파이 - 웹서버용으로 Tomcat을 설치,2019. 9. 9. 0:54,full-text,,34827b553a80f92879dea9450d5b96c48276a125ed4894d7a12c7704ef4a819c,1
221643077180,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221643077180&categoryNo=982,라즈베리 파이 - NodeJS 최신 버전 설치와 실행 테스트,2019. 9. 9. 2:58,full-text,,8e851dc283881fd1c0268a7df038a79d7788a0610b0b31525dfce55db377ba95,1
221735614311,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221735614311&categoryNo=982,라즈베리 파이 - GPIO 핀 배열과 활용 방법 정리,2019. 12. 13. 2:07,full-text,,27388840446951905200e65f3b0e3b2e4896c141aeed51cd0d02f52c0ee640ca,1
221775697904,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221775697904&categoryNo=982,TIOBE Index - TIOBE 프로그래밍 언어별 순위 (2020년 1월 기준),2020. 1. 17. 19:50,full-text,,58913f3c7570665d04d94dc4a46300124d740c626fc03b980380fece8e2f3d41,1
221983754241,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221983754241&categoryNo=982,라즈베리 파이 - 2020년 5월 27일자 최신 버전 설치기,2020. 5. 30. 5:39,full-text,,2e61b268e5c761a806de1d244f150aa322ea6a165b2d835e55c7a78ce35d1ed4,1
221984642368,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221984642368&categoryNo=982,아두이노 우노 - main() 함수 위치와 유용한 예제들,2020. 5. 31. 0:55,full-text,,046f86b06f6773e6bae0e98b26cd5eef16f01bf62e7a73089ae26bcd4e93076a,1
221987891087,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221987891087&categoryNo=982,아두이노 우노 - 리모컨에 부여된 코드값 확인하기,2020. 6. 2. 21:44,full-text,,cc231dd7b74bcd922ba86e849c6ad01cdaf70204c7fd4d35c50da0670e3a1832,1
221992454546,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221992454546&categoryNo=982,아두이노 우노 - 두 대의 아두이노 UART 통신하기,2020. 6. 7. 0:24,full-text,,b6050967830008c3827d6b869027864ded7261f692eab1ed89f5966b881a3d2d,1
221992994106,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221992994106&categoryNo=982,아두이노 우노 - microSD카드에 파일 읽기와 쓰기,2020. 6. 7. 17:31,full-text,,57206276b3a96b4fa7cbffbde715d75731cdf1ff81932367485c7b397cd60090,1
221994365021,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221994365021&categoryNo=982,아두이노 우노 - EEPROM에 데이터 읽기와 쓰기,2020. 6. 8. 21:48,full-text,,aa7b31d90946f87d7483352f33969cf05ff898b9f942319dee77f0a4d3f4e56d,1
221998828663,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=221998828663&categoryNo=982,아두이노 우노 - 온도 & 습도 센서 (DHT11),2020. 6. 12. 21:32,full-text,,e6d16ec27818459b0a4603a03ac4c498187b855ffeebddbe445af3405389c887,1
222007086715,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222007086715&categoryNo=982,라즈베리 파이 - 우분투 운영체제에 MySQL 설치,2020. 6. 20. 19:36,full-text,,c6e9649650866c2f4243e923af2909ffd87af666f3c1667cebb8139f5686a175,1
222007349226,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222007349226&categoryNo=982,라즈베리 파이 - 우분투에서 패키지 의존성 깨졌을 때,2020. 6. 21. 1:21,full-text,,855047a36575eeecd8fd863f8ddd965adc0ee25012ed16f438ef6d3e8be36301,1
222011268135,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222011268135&categoryNo=982,"라즈베리 파이 - 미사용 S/W를 삭제, 저장공간을 확보",2020. 6. 24. 22:29,full-text,,69360289e64c1144c146c455984ff8e31912f5f263c0a3a341e24534592b39ad,1
222030210282,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222030210282&categoryNo=982,"라즈베리 파이 - 한글 폰트, 한글 입력 설치",2020. 7. 14. 2:54,full-text,,5d5a08e79c3058226d78592ca2de52c6d863a4c6ab27280e832b8b246df2be74,1
222034311691,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222034311691&categoryNo=982,라즈베리 파이 - 아이토이 웹캠으로 모션캡쳐를 구현,2020. 7. 18. 10:46,full-text,,892c5911db4960980e5f43ed2b0bfa8b2d2e5a534e87a22da58fbe6366288109,1
222034906580,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222034906580&categoryNo=982,PEP 8 - 파이썬 코드를 위한 스타일 가이드,2020. 7. 19. 1:10,full-text,,7383fffa0b6b8eef1c55632cfcfa54eef97cb86680082a6c18a0e6cf931cf0fc,1
222035669771,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222035669771&categoryNo=982,"유용한 사이트 - 튜토리얼, 레퍼런스, 라이브러리",2020. 7. 19. 23:53,full-text,,22691ccf7e119ae8d1224f4eb0154928be502e8cf0339816249fd6c27105daa4,1
222052481083,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222052481083&categoryNo=982,"Numpy, Matplotlib - 넘파이와 맷플롯립 개요와 간단한 예제",2020. 8. 6. 1:30,full-text,,6ef0648e0af6a9a338c84eeef32985239abd6a3a4431e5a782132320ed9660be,1
222092539544,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222092539544&categoryNo=982,기술 스택 인기 - 개발자가 많이 쓰는 기술은 무엇일까,2020. 9. 18. 0:56,full-text,,77b0aef7b1750cd5973f10e3e6092605482df51e4c6956bdc13d643e9977b285,1
222097015798,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222097015798&categoryNo=982,프로젝트 준비 - 파이썬 서적으로 혼자 공부해보자,2020. 9. 23. 1:39,full-text,,d87bb62a460c43476d81d36c861b4c146a2213248bb338e8332a385037a4caaf,1
222100329383,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222100329383&categoryNo=982,venv 모듈 - 가상환경 (Virual Environment),2020. 9. 26. 17:29,full-text,,823c39532c3da5de59636a9543a28b66496e521fd1dac3cc3afee9a6ba49b065,1
222135758778,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222135758778&categoryNo=982,라즈베리 파이 - 파이썬 2.7을 삭제하고 3.9를 설치,2020. 11. 5. 3:12,full-text,,629316d8364a0a029044f9e83539a2110b644bdb84c87f0ba4a60b1cbd692812,1
222149230240,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222149230240&categoryNo=982,라즈베리 파이 - SQLite3 설치와 간단한 사용법,2020. 11. 20. 2:02,full-text,,0c4e0733ef58cfc98ca0e5c1cbd7b6a8f90562bd6ff687b1767636fe7aa1a726,1
222150168974,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222150168974&categoryNo=982,라즈베리 파이 - ARM 6v에 Node.js 설치,2020. 11. 21. 1:02,full-text,,f4694a5199ac2b360818bdfb4e59474bcad05d9ac8ea885d62a8bfc9c82f911b,1
222150713363,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222150713363&categoryNo=982,아두이노 우노 - 온도와 습도를 웹에서 모니터링,2020. 11. 21. 19:55,full-text,,3d276ff361dea36730c82f5b09c19cfccc0dfc700cdf07f7520f228ed163e996,1
222150811626,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222150811626&categoryNo=982,아두이노 우노 - 3*3*3 LED Cude 소스 코드 #1,2020. 11. 21. 22:14,full-text,,a3a7a5edabb8fef17d21ec183c38d818f039ae222bc01954ceb52a32bfba8ddb,1
222151474786,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222151474786&categoryNo=982,아두이노 우노 - 3*3*3 LED Cude 소스 코드 #2,2020. 11. 22. 20:19,full-text,,1d5312d6e64823fb33d24eb0e32b794d43f21675f9821bb2af209ebe3b80cd11,1
222154713693,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222154713693&categoryNo=982,라즈베리 파이 - ADC(MCP3208)와 TMP36 온도센서 연결,2020. 11. 26. 1:26,full-text,,637f41a2c700f6085ca2fcb1e7f1de9c1f81f5368f94ca30a554da090b44ca2b,1
222163330998,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222163330998&categoryNo=982,문제 해결 - No module named pip,2020. 12. 5. 0:29,full-text,,685eecc91644baf4f65c1df40e85cd72ce0de7f2f0d7dfaccde06edca568d326,1
222164037847,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222164037847&categoryNo=982,라즈베리 파이 - 한글 입력 설정하기 (IBus 한글 입력기 설치),2020. 12. 5. 20:49,full-text,,1c851c61ad48fcd6f00a367c6713eac0d92fdb92e5a648f1cc48e84bba3ae052,1
222202352825,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222202352825&categoryNo=982,라즈베리 파이 - Miniconda 설치 및 환경 설정 방법,2021. 1. 9. 23:58,full-text,,55e43a0a22bf25bdb85113d11fd77aafa19cc5aa0f50fddc28c03795b6738ce4,1
222258718395,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222258718395&categoryNo=982,데이터 과학이란? - 입문자도 이해하는 데이터 과학의 모든 것,2021. 2. 27. 17:45,full-text,,96ba438c1bfc3205ab8d11e7b71e8fce6f07405a300ab760c5c023cb195b24fc,1
222260300943,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222260300943&categoryNo=982,Design Pattern - 파이썬으로 구현하는 디자인 패턴 #1,2021. 3. 1. 3:29,full-text,,95c60da09519a398fd5d015b5b81d788649ae2c5f54e5b89a635ca8e6b10c2bf,1
222260313048,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222260313048&categoryNo=982,Design Pattern - 파이썬으로 구현하는 디자인 패턴 #2,2021. 3. 1. 4:12,full-text,,fbfaee576877fb20ab2bb76977325e4f407ff7ebd3d106c9a22958d01b6baad3,1
222267880975,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222267880975&categoryNo=982,패키지 관리자 - PIP(Package Installer for Python),2021. 3. 8. 1:41,full-text,,a1366472e9e4d03ea973c5765dd9f67ac9ef5742354bb30198431cb7060d4edc,1
222277960768,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222277960768&categoryNo=982,gRPC 예제 #1 - 구글이 개발한 원격 프로세서 호출 통신,2021. 3. 17. 0:32,full-text,,a28d070416e8473c19a8093554d3bc6eeaacc4991980128bae26ea81bcacb27d,1
222281338248,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222281338248&categoryNo=982,gRPC 예제 #2 - 심플하게 gRPC 예제를 만들어 보자,2021. 3. 20. 3:07,full-text,,3a1e76ef5603ce06753ee1998017e9479f934559d3a665db2ea90edf68afdaab,1
222407763199,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222407763199&categoryNo=982,TIOBE Index - TIOBE 프로그래밍 언어별 순위 (2021년 6월 기준),2021. 6. 23. 20:08,full-text,,76bea6cc5713395f9956a7545428d9da090260d0fd799978e99109896c8f840a,1
222429313416,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222429313416&categoryNo=982,qrcode - QR 코드를 생성하고 스마트폰에서 인식,2021. 7. 12. 23:16,full-text,,b010e2d25613a069c2c3340dffff61fe4b82840415ea3b18ac1d2ee044309bdf,1
222429469176,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222429469176&categoryNo=982,python-barcode - 바코드를 생성하고 스마트폰에서 인식,2021. 7. 13. 2:04,full-text,,832ba874aeef9c303d110779ef11f4380e723db26fb5c2e888b0007ddbe138ed,1
222542430489,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222542430489&categoryNo=982,TIOBE Index - TIOBE 프로그래밍 언어별 순위 ('21년 10월 기준),2021. 10. 20. 8:00,full-text,,3b8fb1c692447fea82dc96571d2218788ae8916b4398c252f98e57716c752589,1
222558942732,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222558942732&categoryNo=982,Jupyter notebook - 주피터 노트북 시작위치 설정,2021. 11. 5. 1:26,full-text,,5d177ad6751d6032eb82679ee2067a994be038ea55cbdcfa19c6fdf0c61d2d32,1
222560330768,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222560330768&categoryNo=982,Jupyter notebook - 주피터 노트북 원격접속 설정,2021. 11. 6. 17:33,full-text,,79ceb8a0a22c1fa16a8c352f8c4c27511682d75893dda9050a5e16483df66916,1
222560400512,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222560400512&categoryNo=982,Jupyter notebook - 주피터 노트북 비밀번호 설정,2021. 11. 6. 19:25,full-text,,42b60a47becad03d38b3015f22eca44879a890f08f7ab730c7cec2dc56390282,1
222639297841,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222639297841&categoryNo=982,Jupyter Lab - 주피터 랩의 개요 및 설치 그리고 실행,2022. 2. 5. 5:06,full-text,,443648642b39460f0c071a56b6c5277c9e27e97f46912a3c8f56f845a82e8cd6,1
222640669547,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222640669547&categoryNo=982,"장고(Django) - URL 매핑부터 View, Template까지",2022. 2. 6. 23:59,full-text,,609391e78a8801b87f6a85bdf567bed0380a720332168bb95573cd0d7006f553,1
222640774032,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222640774032&categoryNo=982,플라스크(Flask) - 플라스크로 만들어 보는 간단한 웹 서비스,2022. 2. 7. 4:44,full-text,,7ab32fba0df30c51d0018b354a1e2e6b0f63d674ffccdcd1d3b99f207a8b583b,1
222642610340,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222642610340&categoryNo=982,플라스크(Flask) - 플라스크에서 SQLite를 연동하는 예제,2022. 2. 9. 1:03,full-text,,bee0afd8c5207a2897f4746d804e6cb26b553d21eb04bfdac51b4d55327ecf35,1
222643596551,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222643596551&categoryNo=982,Anaconda - 아나콘다 Prompt 시작위치 변경,2022. 2. 10. 4:37,full-text,,83046a53e0c3f711a2862c528e95afda38315d21dc359bb8df255bb4f53cf300,1
222644490317,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222644490317&categoryNo=982,Anaconda - 윈도 10에 Anaconda3-2021.11 버전을 설치,2022. 2. 11. 2:43,full-text,,7908572e5eb99d28ee006e85282c2bd48aeef7c819f68dc2b0c2fa6e79c2053d,1
222645226920,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222645226920&categoryNo=982,"Anaconda - Conda를 사용한 패키징, 가상환경 관리",2022. 2. 11. 22:00,full-text,,ebbf41692b486ff7f43ec8c3b870b98a42616b5678c247687f5877995615b0a7,1
222645231638,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222645231638&categoryNo=982,Anaconda - Conda constructor 아나콘다 인스톨러 생성,2022. 2. 11. 22:07,full-text,,721c3c56117268d8e6afc9407fa574329c6e5155b230b744a3e8a3fa8bf41f3d,1
222645290864,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222645290864&categoryNo=982,Anaconda - 아나콘다 환경을 리눅스에 설치하는 과정,2022. 2. 11. 23:25,full-text,,6f5317f19766e7e8612608c25b38bf6c85e46ada4d1454dc31e964471fe5c389,1
222646120983,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222646120983&categoryNo=982,텍스트 파일 - Text 파일 읽기와 쓰기 그리고 삭제,2022. 2. 13. 2:59,full-text,,8e13bbf1fa5c6fc8b8ce2b5bee97ca5d5df6b96b716a9a733784535d90c1c3b8,1
222646129165,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222646129165&categoryNo=982,JSON 파일 - JSON 파일 쓰기와 읽기,2022. 2. 13. 3:35,full-text,,630317c0026918aabca3ba6758cf0df3c13919e165b3a175a39c8c680d6ae53d,1
222646137821,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222646137821&categoryNo=982,CSV 파일 - CSV 파일 데이터 읽고 분석하기,2022. 2. 13. 4:19,full-text,,7efde0a41e97f8ee6df7e2d68d3ef9864e1bc45631f67862a738d35a1a4bfc13,1
222646144889,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222646144889&categoryNo=982,"pycryptodome - AES 암호화, 복호화, 해시 함수까지",2022. 2. 13. 5:03,full-text,,c8a30fe793418bbfe6c37f693611a71c12781ad9afa74df1a4080ecc962d0f2a,1
222647554295,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222647554295&categoryNo=982,Sympy - 인공지능 기초 수학을 코드로 배워보자,2022. 2. 14. 20:09,full-text,,7fc90fa355f3e97ac04aa6fa97ecf7bebee24b3dfad5b4959878c8c19d62819b,1
222647631194,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222647631194&categoryNo=982,[SciPy] 과학 컴퓨팅 라이브러리 SciPy에 관해 알아보자,2022. 2. 14. 21:39,full-text,,bf8c5dec1c908a510031abac000ffd518c8ca0802cfb2b7f7bb80e23fb43b78e,1
222648817864,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222648817864&categoryNo=982,spaCy - NLP 라이브러리로 영어와 일본어 처리,2022. 2. 16. 3:03,full-text,,da5caa1219bd72c54af50652363b570939fd63f9e043b76c9ca696ad19d739d1,1
222649667347,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222649667347&categoryNo=982,OpenPyXL - 파이썬으로 Excel 파일 다루기,2022. 2. 16. 23:32,full-text,,ef5f5ac0254d9bcd035c33b9473fb41395093947b571e97ec9b1fc18ad0b7239,1
222650704212,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222650704212&categoryNo=982,Orange3 - Orange3를 사용한 데이터 분석 및 시각화 #1,2022. 2. 18. 1:28,full-text,,961550f27012a1bc3d58473d10626dd456f3c7b5fca85063165a9d1471a2fb29,1
222651379009,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222651379009&categoryNo=982,"PIL, 이미지 처리 - RGB 분리부터 그레이스케일 변환까지",2022. 2. 18. 19:44,full-text,,72ad743ff09cb48d6d4b064352074c864bb64f0dca8b44d6ed8e7c9e3110bdf7,1
222651899394,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222651899394&categoryNo=982,Orange3 - Orange3를 사용한 데이터 분석 및 시각화 #2,2022. 2. 19. 14:07,full-text,,900a0108790a7587ae9c1383a1725243ad70b4894e6d4d4a59e706f17aa62e5a,1
222652017268,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222652017268&categoryNo=982,Orange3 - Orange3를 사용한 데이터 분석 및 시각화 #3,2022. 2. 19. 17:17,full-text,,0c6cacb381dccc441bdb7657a0ffc01c2a7f1082212f11d6d378860e3f65be92,1
222654231607,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222654231607&categoryNo=982,"urllib.request - URL 가져오기부터 파일 저장, 헤더 정보까",2022. 2. 22. 5:01,full-text,,6087d2e4c2e8449a52953162522eae36c6395926c1f4a5e630b1c47b8e5d7a83,1
222654793009,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222654793009&categoryNo=982,"ftplib - FTP 파일 업로드, 파일 다운로드",2022. 2. 22. 17:36,full-text,,0b330d9041789936a58bbf8853a8fbea582854a626b1f8e1a8233002d295afb7,1
222654800128,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222654800128&categoryNo=982,토니(Thonny) - 가볍고 편리한 Python IDE,2022. 2. 22. 17:43,full-text,,69d01bde33f963ae55db040a4eebe23ab3b3e04369681023c7ec4853aa011f0c,1
222659222052,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222659222052&categoryNo=982,Matplotlib - 맷플롯립으로 데이터 시각화 쉽게 시작,2022. 2. 27. 17:07,full-text,,465010abab9a053f21305fcd33fd0ea839d4932baf9dc796339f700ff05aeac7,1
222659393053,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222659393053&categoryNo=982,"OpenCV - 컴퓨터 비전 입문, 얼굴과 눈 인식하기",2022. 2. 27. 21:16,full-text,,718c259e99256c86c7a9b94ec41868d2064a46c7f61bce89015b5ba4b5661c77,1
222659398304,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222659398304&categoryNo=982,OpenCV - 영화 포스터로 얼굴 인식과 모자이크 처리,2022. 2. 27. 21:22,full-text,,3f55cdc37615aacf99fba16744648f5c6a58e2b46fe813153ca89489e7fedc76,1
222661157698,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222661157698&categoryNo=982,BeautifulSoup - 웹 크롤링을 시작하는 가장 쉬운 방법,2022. 3. 1. 19:49,full-text,,7f051b6f58fdaff5e037da41267a1e6e5576830bff21c8534036d5a27e7f9a3c,1
222661193374,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222661193374&categoryNo=982,Selenium - 설치부터 네이버 검색 자동화까지 실습,2022. 3. 1. 20:34,full-text,,0f3ab40554c3ec94c605e876bf7e3ccd999d1f46ce663f146f9b211110f40d9e,1
222662976353,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222662976353&categoryNo=982,Matplotlib - 사이트에서 갤러리 예제들을 살펴보자,2022. 3. 3. 18:00,full-text,,cddcfa1f23e870e1c899acacaafdc1af99a5ece6a26267fb997a2aeb78aff481,1
222663021548,https://blog.naver.com/PostView.naver?blogId=agapeuni&logNo=222663021548&categoryNo=982,YAML 파일 - 파일 포멧비교와 Python 활용법,2022. 3. 3. 18:58,full-text,,1f350dbd7ffb1ab066c207b844680acfa13156361badc61fabf6641bf591a60c,1
